,date,state,fips,cases,deaths,Case_Difference,Daily_PCT_Increase
1841,2020-04-05,Hawaii,15,369,4,20.0,0.057306590257879764
1786,2020-04-04,Hawaii,15,349,3,32.0,0.10094637223974767
1731,2020-04-03,Hawaii,15,317,3,34.0,0.12014134275618371
1676,2020-04-02,Hawaii,15,283,2,25.0,0.0968992248062015
1621,2020-04-01,Hawaii,15,258,1,34.0,0.1517857142857142
1566,2020-03-31,Hawaii,15,224,1,20.0,0.0980392156862746
1511,2020-03-30,Hawaii,15,204,0,29.0,0.1657142857142857
1456,2020-03-29,Hawaii,15,175,0,24.0,0.1589403973509933
1401,2020-03-28,Hawaii,15,151,0,31.0,0.2583333333333333
1347,2020-03-27,Hawaii,15,120,0,14.0,0.13207547169811318
1293,2020-03-26,Hawaii,15,106,0,11.0,0.11578947368421044
1239,2020-03-25,Hawaii,15,95,0,5.0,0.05555555555555558
1185,2020-03-24,Hawaii,15,90,0,13.0,0.16883116883116878
1131,2020-03-23,Hawaii,15,77,0,21.0,0.375
1077,2020-03-22,Hawaii,15,56,0,8.0,0.16666666666666674
1023,2020-03-21,Hawaii,15,48,0,11.0,0.29729729729729737
969,2020-03-20,Hawaii,15,37,0,11.0,0.42307692307692313
915,2020-03-19,Hawaii,15,26,0,10.0,0.625
861,2020-03-18,Hawaii,15,16,0,2.0,0.1428571428571428
807,2020-03-17,Hawaii,15,14,0,4.0,0.3999999999999999
754,2020-03-16,Hawaii,15,10,0,3.0,0.4285714285714286
701,2020-03-15,Hawaii,15,7,0,3.0,0.75
648,2020-03-14,Hawaii,15,4,0,2.0,1.0
597,2020-03-13,Hawaii,15,2,0,0.0,0.0
549,2020-03-12,Hawaii,15,2,0,0.0,0.0
503,2020-03-11,Hawaii,15,2,0,0.0,0.0
462,2020-03-10,Hawaii,15,2,0,0.0,0.0
425,2020-03-09,Hawaii,15,2,0,0.0,0.0
390,2020-03-08,Hawaii,15,2,0,1.0,1.0
356,2020-03-07,Hawaii,15,1,0,0.0,0.0
2733,2020-04-21,Guam,66,852,6,41.0,0.05055487053020968
2677,2020-04-20,Guam,66,811,6,3.0,0.003712871287128605
2621,2020-04-19,Guam,66,808,6,3.0,0.003726708074534235
2565,2020-04-18,Guam,66,805,6,9.0,0.011306532663316604
2509,2020-04-17,Guam,66,796,6,6.0,0.0075949367088608
2453,2020-04-16,Guam,66,790,6,40.0,0.05333333333333323
2397,2020-04-15,Guam,66,750,6,29.0,0.04022191400832176
2341,2020-04-14,Guam,66,721,6,2.0,0.0027816411682892728
2285,2020-04-13,Guam,66,719,6,3.0,0.0041899441340782495
2229,2020-04-12,Guam,66,716,5,35.0,0.05139500734214386
2173,2020-04-11,Guam,66,681,5,104.0,0.18024263431542464
2117,2020-04-10,Guam,66,577,4,35.0,0.06457564575645747
2061,2020-04-09,Guam,66,542,4,133.0,0.3251833740831296
2005,2020-04-08,Guam,66,409,4,135.0,0.4927007299270072
1950,2020-04-07,Guam,66,274,4,8.0,0.03007518796992481
1895,2020-04-06,Guam,66,266,4,1.0,0.0037735849056603765
1840,2020-04-05,Guam,66,265,4,42.0,0.188340807174888
1785,2020-04-04,Guam,66,223,4,69.0,0.44805194805194803
1730,2020-04-03,Guam,66,154,4,2.0,0.013157894736842035
1675,2020-04-02,Guam,66,152,3,5.0,0.03401360544217691
1620,2020-04-01,Guam,66,147,3,8.0,0.05755395683453246
1565,2020-03-31,Guam,66,139,2,79.0,1.3166666666666669
1510,2020-03-30,Guam,66,60,1,2.0,0.034482758620689724
1455,2020-03-29,Guam,66,58,1,1.0,0.01754385964912286
1400,2020-03-28,Guam,66,57,1,4.0,0.07547169811320753
1346,2020-03-27,Guam,66,53,1,4.0,0.08163265306122458
1292,2020-03-26,Guam,66,49,1,17.0,0.53125
1238,2020-03-25,Guam,66,32,1,0.0,0.0
1184,2020-03-24,Guam,66,32,1,3.0,0.10344827586206895
1130,2020-03-23,Guam,66,29,1,2.0,0.07407407407407418
1076,2020-03-22,Guam,66,27,1,12.0,0.8
1022,2020-03-21,Guam,66,15,0,1.0,0.0714285714285714
968,2020-03-20,Guam,66,14,0,2.0,0.16666666666666674
914,2020-03-19,Guam,66,12,0,4.0,0.5
860,2020-03-18,Guam,66,8,0,5.0,1.6666666666666665
806,2020-03-17,Guam,66,3,0,0.0,0.0
753,2020-03-16,Guam,66,3,0,0.0,0.0
2732,2020-04-21,Georgia,13,19189,810,742.0,0.04022334254892401
2676,2020-04-20,Georgia,13,18447,767,828.0,0.04699472160735563
2620,2020-04-19,Georgia,13,17619,682,605.0,0.03555895145174559
2564,2020-04-18,Georgia,13,17014,670,356.0,0.02137111297874905
2508,2020-04-17,Georgia,13,16658,661,1014.0,0.0648171823063155
2452,2020-04-16,Georgia,13,15644,611,1061.0,0.07275594870739899
2396,2020-04-15,Georgia,13,14583,569,670.0,0.04815640048875158
2340,2020-04-14,Georgia,13,13913,517,788.0,0.060038095238095224
2284,2020-04-13,Georgia,13,13125,479,1022.0,0.08444187391555813
2228,2020-04-12,Georgia,13,12103,438,-158.0,-0.012886387733463844
2172,2020-04-11,Georgia,13,12261,432,402.0,0.03389830508474567
2116,2020-04-10,Georgia,13,11859,425,974.0,0.08948093706936144
2060,2020-04-09,Georgia,13,10885,412,681.0,0.06673853390827134
2004,2020-04-08,Georgia,13,10204,370,1048.0,0.11446046308431623
1949,2020-04-07,Georgia,13,9156,348,1598.0,0.2114315956602275
1894,2020-04-06,Georgia,13,7558,294,816.0,0.12103233461880758
1839,2020-04-05,Georgia,13,6742,219,359.0,0.05624314585618051
1784,2020-04-04,Georgia,13,6383,208,416.0,0.06971677559912859
1729,2020-04-03,Georgia,13,5967,198,523.0,0.09606906686260097
1674,2020-04-02,Georgia,13,5444,176,696.0,0.1465880370682393
1619,2020-04-01,Georgia,13,4748,154,631.0,0.15326694194802037
1564,2020-03-31,Georgia,13,4117,125,1085.0,0.3578496042216359
1509,2020-03-30,Georgia,13,3032,102,349.0,0.13007827059262023
1454,2020-03-29,Georgia,13,2683,83,236.0,0.09644462607274207
1399,2020-03-28,Georgia,13,2447,79,249.0,0.1132848043676069
1345,2020-03-27,Georgia,13,2198,64,555.0,0.33779671332927563
1291,2020-03-26,Georgia,13,1643,56,256.0,0.18457101658255226
1237,2020-03-25,Georgia,13,1387,47,290.0,0.26435733819507745
1183,2020-03-24,Georgia,13,1097,38,297.0,0.3712500000000001
1129,2020-03-23,Georgia,13,800,25,180.0,0.29032258064516125
1075,2020-03-22,Georgia,13,620,25,68.0,0.12318840579710155
1021,2020-03-21,Georgia,13,552,20,70.0,0.14522821576763478
967,2020-03-20,Georgia,13,482,14,200.0,0.7092198581560283
913,2020-03-19,Georgia,13,282,10,89.0,0.4611398963730571
859,2020-03-18,Georgia,13,193,3,51.0,0.35915492957746475
805,2020-03-17,Georgia,13,142,1,24.0,0.20338983050847448
752,2020-03-16,Georgia,13,118,1,21.0,0.21649484536082464
699,2020-03-15,Georgia,13,97,1,32.0,0.49230769230769234
647,2020-03-14,Georgia,13,65,1,24.0,0.5853658536585367
596,2020-03-13,Georgia,13,41,1,10.0,0.32258064516129026
548,2020-03-12,Georgia,13,31,1,0.0,0.0
502,2020-03-11,Georgia,13,31,0,9.0,0.40909090909090917
461,2020-03-10,Georgia,13,22,0,5.0,0.2941176470588236
424,2020-03-09,Georgia,13,17,0,6.0,0.5454545454545454
389,2020-03-08,Georgia,13,11,0,4.0,0.5714285714285714
355,2020-03-07,Georgia,13,7,0,4.0,1.3333333333333335
326,2020-03-06,Georgia,13,3,0,1.0,0.5
305,2020-03-05,Georgia,13,2,0,0.0,0.0
287,2020-03-04,Georgia,13,2,0,0.0,0.0
271,2020-03-03,Georgia,13,2,0,0.0,0.0
2731,2020-04-21,Florida,12,27861,866,811.0,0.0299815157116452
2675,2020-04-20,Florida,12,27050,822,744.0,0.028282521097848345
2619,2020-04-19,Florida,12,26306,773,822.0,0.03225553288337779
2563,2020-04-18,Florida,12,25484,747,739.0,0.029864619114972735
2507,2020-04-17,Florida,12,24745,725,1413.0,0.06056060346305503
2451,2020-04-16,Florida,12,23332,667,806.0,0.03578087543283326
2395,2020-04-15,Florida,12,22526,613,906.0,0.04190564292321919
2339,2020-04-14,Florida,12,21620,570,609.0,0.0289848174765599
2283,2020-04-13,Florida,12,21011,498,1156.0,0.058222110299672725
2227,2020-04-12,Florida,12,19855,460,877.0,0.0462114026767837
2171,2020-04-11,Florida,12,18978,445,1018.0,0.056681514476614625
2115,2020-04-10,Florida,12,17960,418,1141.0,0.0678399429216956
2059,2020-04-09,Florida,12,16819,370,1129.0,0.07195666029318026
2003,2020-04-08,Florida,12,15690,322,951.0,0.06452269489110529
1948,2020-04-07,Florida,12,14739,295,1118.0,0.0820791425005507
1893,2020-04-06,Florida,12,13621,253,1279.0,0.10362988170474807
1838,2020-04-05,Florida,12,12342,220,805.0,0.06977550489728701
1783,2020-04-04,Florida,12,11537,194,1277.0,0.12446393762183239
1728,2020-04-03,Florida,12,10260,169,1260.0,0.1399999999999999
1673,2020-04-02,Florida,12,9000,144,1235.0,0.15904700579523512
1618,2020-04-01,Florida,12,7765,100,1024.0,0.15190624536418929
1563,2020-03-31,Florida,12,6741,85,1047.0,0.18387776606954698
1508,2020-03-30,Florida,12,5694,71,752.0,0.15216511533791977
1453,2020-03-29,Florida,12,4942,59,904.0,0.22387320455671134
1398,2020-03-28,Florida,12,4038,56,840.0,0.2626641651031896
1344,2020-03-27,Florida,12,3198,46,721.0,0.29107791683488093
1290,2020-03-26,Florida,12,2477,29,512.0,0.26055979643765914
1236,2020-03-25,Florida,12,1965,23,498.0,0.3394683026584866
1182,2020-03-24,Florida,12,1467,19,245.0,0.20049099836333872
1128,2020-03-23,Florida,12,1222,18,222.0,0.22199999999999998
1074,2020-03-22,Florida,12,1000,13,236.0,0.30890052356020936
1020,2020-03-21,Florida,12,764,11,200.0,0.35460992907801425
966,2020-03-20,Florida,12,564,9,130.0,0.29953917050691237
912,2020-03-19,Florida,12,434,8,108.0,0.3312883435582823
858,2020-03-18,Florida,12,326,7,116.0,0.5523809523809524
804,2020-03-17,Florida,12,210,6,69.0,0.4893617021276595
751,2020-03-16,Florida,12,141,4,32.0,0.29357798165137616
698,2020-03-15,Florida,12,109,3,39.0,0.5571428571428572
646,2020-03-14,Florida,12,70,3,0.0,0.0
595,2020-03-13,Florida,12,70,2,24.0,0.5217391304347827
547,2020-03-12,Florida,12,46,2,20.0,0.7692307692307692
501,2020-03-11,Florida,12,26,2,3.0,0.13043478260869557
460,2020-03-10,Florida,12,23,2,9.0,0.6428571428571428
423,2020-03-09,Florida,12,14,2,1.0,0.07692307692307687
388,2020-03-08,Florida,12,13,2,1.0,0.08333333333333326
354,2020-03-07,Florida,12,12,2,5.0,0.7142857142857142
325,2020-03-06,Florida,12,7,2,3.0,0.75
304,2020-03-05,Florida,12,4,0,1.0,0.33333333333333326
286,2020-03-04,Florida,12,3,0,0.0,0.0
270,2020-03-03,Florida,12,3,0,1.0,0.5
255,2020-03-02,Florida,12,2,0,0.0,0.0
2730,2020-04-21,District of Columbia,11,3098,112,171.0,0.0584215920737956
2674,2020-04-20,District of Columbia,11,2927,105,134.0,0.04797708557107061
2618,2020-04-19,District of Columbia,11,2793,96,127.0,0.04763690922730679
2562,2020-04-18,District of Columbia,11,2666,91,190.0,0.07673667205169621
2506,2020-04-17,District of Columbia,11,2476,86,126.0,0.053617021276595844
2450,2020-04-16,District of Columbia,11,2350,81,153.0,0.06964041875284477
2394,2020-04-15,District of Columbia,11,2197,72,139.0,0.06754130223517985
2338,2020-04-14,District of Columbia,11,2058,67,103.0,0.05268542199488491
2282,2020-04-13,District of Columbia,11,1955,52,80.0,0.04266666666666663
2226,2020-04-12,District of Columbia,11,1875,50,97.0,0.05455568053993254
2170,2020-04-11,District of Columbia,11,1778,47,118.0,0.07108433734939767
2114,2020-04-10,District of Columbia,11,1660,38,137.0,0.0899540380827315
2058,2020-04-09,District of Columbia,11,1523,32,83.0,0.057638888888888795
2002,2020-04-08,District of Columbia,11,1440,27,229.0,0.18909991742361676
1947,2020-04-07,District of Columbia,11,1211,24,114.0,0.10391978122151313
1892,2020-04-06,District of Columbia,11,1097,24,99.0,0.09919839679358722
1837,2020-04-05,District of Columbia,11,998,22,96.0,0.10643015521064303
1782,2020-04-04,District of Columbia,11,902,21,145.0,0.19154557463672384
1727,2020-04-03,District of Columbia,11,757,15,104.0,0.15926493108728934
1672,2020-04-02,District of Columbia,11,653,12,67.0,0.11433447098976113
1617,2020-04-01,District of Columbia,11,586,11,91.0,0.1838383838383839
1562,2020-03-31,District of Columbia,11,495,9,94.0,0.23441396508728185
1507,2020-03-30,District of Columbia,11,401,9,59.0,0.17251461988304095
1452,2020-03-29,District of Columbia,11,342,5,38.0,0.125
1397,2020-03-28,District of Columbia,11,304,4,37.0,0.13857677902621712
1343,2020-03-27,District of Columbia,11,267,3,36.0,0.1558441558441559
1289,2020-03-26,District of Columbia,11,231,3,48.0,0.2622950819672132
1235,2020-03-25,District of Columbia,11,183,2,46.0,0.33576642335766427
1181,2020-03-24,District of Columbia,11,137,2,21.0,0.18103448275862077
1127,2020-03-23,District of Columbia,11,116,2,18.0,0.18367346938775508
1073,2020-03-22,District of Columbia,11,98,1,21.0,0.2727272727272727
1019,2020-03-21,District of Columbia,11,77,1,6.0,0.08450704225352124
965,2020-03-20,District of Columbia,11,71,0,32.0,0.8205128205128205
911,2020-03-19,District of Columbia,11,39,0,3.0,0.08333333333333326
857,2020-03-18,District of Columbia,11,36,0,5.0,0.16129032258064524
803,2020-03-17,District of Columbia,11,31,0,9.0,0.40909090909090917
750,2020-03-16,District of Columbia,11,22,0,5.0,0.2941176470588236
697,2020-03-15,District of Columbia,11,17,0,1.0,0.0625
645,2020-03-14,District of Columbia,11,16,0,6.0,0.6000000000000001
594,2020-03-13,District of Columbia,11,10,0,0.0,0.0
546,2020-03-12,District of Columbia,11,10,0,0.0,0.0
500,2020-03-11,District of Columbia,11,10,0,6.0,1.5
459,2020-03-10,District of Columbia,11,4,0,0.0,0.0
422,2020-03-09,District of Columbia,11,4,0,3.0,3.0
387,2020-03-08,District of Columbia,11,1,0,0.0,0.0
2729,2020-04-21,Delaware,10,2931,82,186.0,0.06775956284152995
2673,2020-04-20,Delaware,10,2745,72,207.0,0.08156028368794321
2617,2020-04-19,Delaware,10,2538,67,0.0,0.0
2561,2020-04-18,Delaware,10,2538,67,215.0,0.09255273353422289
2505,2020-04-17,Delaware,10,2323,61,248.0,0.11951807228915667
2449,2020-04-16,Delaware,10,2075,52,61.0,0.030287984111221355
2393,2020-04-15,Delaware,10,2014,46,88.0,0.04569055036344749
2337,2020-04-14,Delaware,10,1926,43,165.0,0.09369676320272569
2281,2020-04-13,Delaware,10,1761,41,136.0,0.08369230769230773
2225,2020-04-12,Delaware,10,1625,35,146.0,0.09871534820824879
2169,2020-04-11,Delaware,10,1479,33,153.0,0.11538461538461542
2113,2020-04-10,Delaware,10,1326,32,117.0,0.09677419354838701
2057,2020-04-09,Delaware,10,1209,23,93.0,0.08333333333333326
2001,2020-04-08,Delaware,10,1116,19,188.0,0.20258620689655182
1946,2020-04-07,Delaware,10,928,16,145.0,0.18518518518518512
1891,2020-04-06,Delaware,10,783,15,110.0,0.16344725111441316
1836,2020-04-05,Delaware,10,673,14,80.0,0.13490725126475556
1781,2020-04-04,Delaware,10,593,14,143.0,0.3177777777777777
1726,2020-04-03,Delaware,10,450,14,57.0,0.1450381679389312
1671,2020-04-02,Delaware,10,393,12,25.0,0.06793478260869557
1616,2020-04-01,Delaware,10,368,11,49.0,0.15360501567398122
1561,2020-03-31,Delaware,10,319,10,55.0,0.20833333333333326
1506,2020-03-30,Delaware,10,264,7,32.0,0.13793103448275867
1451,2020-03-29,Delaware,10,232,6,18.0,0.08411214953271018
1396,2020-03-28,Delaware,10,214,5,49.0,0.2969696969696969
1342,2020-03-27,Delaware,10,165,2,22.0,0.15384615384615374
1288,2020-03-26,Delaware,10,143,1,24.0,0.2016806722689075
1234,2020-03-25,Delaware,10,119,0,15.0,0.14423076923076916
1180,2020-03-24,Delaware,10,104,0,17.0,0.1954022988505748
1126,2020-03-23,Delaware,10,87,0,31.0,0.5535714285714286
1072,2020-03-22,Delaware,10,56,0,11.0,0.24444444444444446
1018,2020-03-21,Delaware,10,45,0,6.0,0.15384615384615374
964,2020-03-20,Delaware,10,39,0,9.0,0.30000000000000004
910,2020-03-19,Delaware,10,30,0,4.0,0.15384615384615374
856,2020-03-18,Delaware,10,26,0,10.0,0.625
802,2020-03-17,Delaware,10,16,0,8.0,1.0
749,2020-03-16,Delaware,10,8,0,1.0,0.1428571428571428
696,2020-03-15,Delaware,10,7,0,3.0,0.75
644,2020-03-14,Delaware,10,4,0,0.0,0.0
593,2020-03-13,Delaware,10,4,0,0.0,0.0
545,2020-03-12,Delaware,10,4,0,3.0,3.0
2728,2020-04-21,Connecticut,9,20360,1423,545.0,0.02750441584658092
2672,2020-04-20,Connecticut,9,19815,1331,1853.0,0.10316223137735214
2616,2020-04-19,Connecticut,9,17962,1127,412.0,0.023475783475783496
2560,2020-04-18,Connecticut,9,17550,1086,741.0,0.044083526682134666
2504,2020-04-17,Connecticut,9,16809,1036,925.0,0.058234701586502124
2448,2020-04-16,Connecticut,9,15884,971,1129.0,0.07651643510674355
2392,2020-04-15,Connecticut,9,14755,868,766.0,0.05475730931446132
2336,2020-04-14,Connecticut,9,13989,671,608.0,0.045437560720424486
2280,2020-04-13,Connecticut,9,13381,602,1346.0,0.11184046530951397
2224,2020-04-12,Connecticut,9,12035,554,525.0,0.045612510860121525
2168,2020-04-11,Connecticut,9,11510,494,972.0,0.09223761624596705
2112,2020-04-10,Connecticut,9,10538,448,754.0,0.07706459525756326
2056,2020-04-09,Connecticut,9,9784,380,1003.0,0.11422389249515996
2000,2020-04-08,Connecticut,9,8781,335,1000.0,0.12851818532322334
1945,2020-04-07,Connecticut,9,7781,277,875.0,0.1267014190558935
1890,2020-04-06,Connecticut,9,6906,206,1231.0,0.21691629955947134
1835,2020-04-05,Connecticut,9,5675,189,399.0,0.07562547384382112
1780,2020-04-04,Connecticut,9,5276,165,361.0,0.0734486266531027
1725,2020-04-03,Connecticut,9,4915,132,1091.0,0.2853033472803348
1670,2020-04-02,Connecticut,9,3824,112,267.0,0.07506325555243176
1615,2020-04-01,Connecticut,9,3557,85,429.0,0.13714833759590794
1560,2020-03-31,Connecticut,9,3128,69,557.0,0.2166472189809412
1505,2020-03-30,Connecticut,9,2571,36,578.0,0.2900150526843954
1450,2020-03-29,Connecticut,9,1993,34,469.0,0.30774278215223094
1395,2020-03-28,Connecticut,9,1524,33,233.0,0.18048024786986838
1341,2020-03-27,Connecticut,9,1291,27,279.0,0.27569169960474316
1287,2020-03-26,Connecticut,9,1012,21,137.0,0.15657142857142858
1233,2020-03-25,Connecticut,9,875,19,257.0,0.4158576051779934
1179,2020-03-24,Connecticut,9,618,12,203.0,0.4891566265060241
1125,2020-03-23,Connecticut,9,415,10,88.0,0.2691131498470949
1071,2020-03-22,Connecticut,9,327,8,104.0,0.4663677130044843
1017,2020-03-21,Connecticut,9,223,5,29.0,0.14948453608247414
963,2020-03-20,Connecticut,9,194,4,35.0,0.22012578616352196
909,2020-03-19,Connecticut,9,159,4,63.0,0.65625
855,2020-03-18,Connecticut,9,96,1,28.0,0.41176470588235303
801,2020-03-17,Connecticut,9,68,0,27.0,0.6585365853658536
748,2020-03-16,Connecticut,9,41,0,15.0,0.5769230769230769
695,2020-03-15,Connecticut,9,26,0,6.0,0.30000000000000004
643,2020-03-14,Connecticut,9,20,0,9.0,0.8181818181818181
592,2020-03-13,Connecticut,9,11,0,5.0,0.8333333333333333
544,2020-03-12,Connecticut,9,6,0,3.0,1.0
498,2020-03-11,Connecticut,9,3,0,1.0,0.5
458,2020-03-10,Connecticut,9,2,0,0.0,0.0
421,2020-03-09,Connecticut,9,2,0,1.0,1.0
2727,2020-04-21,Colorado,8,10447,484,341.0,0.033742331288343586
2671,2020-04-20,Colorado,8,10106,448,376.0,0.03864337101747184
2615,2020-04-19,Colorado,8,9730,421,297.0,0.03148521149157224
2559,2020-04-18,Colorado,8,9433,409,386.0,0.04266607715264725
2503,2020-04-17,Colorado,8,9047,389,372.0,0.042881844380403544
2447,2020-04-16,Colorado,8,8675,374,395.0,0.04770531400966194
2391,2020-04-15,Colorado,8,8280,355,339.0,0.04268983755194555
2335,2020-04-14,Colorado,8,7941,329,250.0,0.03250552593940981
2279,2020-04-13,Colorado,8,7691,308,388.0,0.053128851157058676
2223,2020-04-12,Colorado,8,7303,290,410.0,0.059480632525750865
2167,2020-04-11,Colorado,8,6893,274,383.0,0.05883256528417813
2111,2020-04-10,Colorado,8,6510,253,308.0,0.04966139954853266
2055,2020-04-09,Colorado,8,6202,227,547.0,0.0967285587975244
1999,2020-04-08,Colorado,8,5655,192,226.0,0.04162829250322342
1944,2020-04-07,Colorado,8,5429,179,257.0,0.049690641918020084
1889,2020-04-06,Colorado,8,5172,150,222.0,0.044848484848484915
1834,2020-04-05,Colorado,8,4950,140,376.0,0.08220376038478361
1779,2020-04-04,Colorado,8,4574,126,392.0,0.09373505499760881
1724,2020-04-03,Colorado,8,4182,110,454.0,0.12178111587982832
1669,2020-04-02,Colorado,8,3728,96,382.0,0.11416616855947392
1614,2020-04-01,Colorado,8,3346,80,356.0,0.11906354515050177
1559,2020-03-31,Colorado,8,2990,69,362.0,0.13774733637747327
1504,2020-03-30,Colorado,8,2628,51,313.0,0.1352051835853132
1449,2020-03-29,Colorado,8,2315,47,254.0,0.12324114507520623
1394,2020-03-28,Colorado,8,2061,44,326.0,0.18789625360230544
1340,2020-03-27,Colorado,8,1735,31,303.0,0.21159217877094982
1286,2020-03-26,Colorado,8,1432,24,346.0,0.3186003683241252
1232,2020-03-25,Colorado,8,1086,19,174.0,0.19078947368421062
1178,2020-03-24,Colorado,8,912,11,191.0,0.2649098474341194
1124,2020-03-23,Colorado,8,721,10,130.0,0.21996615905245354
1070,2020-03-22,Colorado,8,591,7,116.0,0.24421052631578943
1016,2020-03-21,Colorado,8,475,6,111.0,0.30494505494505497
962,2020-03-20,Colorado,8,364,5,86.0,0.3093525179856116
908,2020-03-19,Colorado,8,278,5,62.0,0.287037037037037
854,2020-03-18,Colorado,8,216,3,33.0,0.180327868852459
800,2020-03-17,Colorado,8,183,3,22.0,0.1366459627329193
747,2020-03-16,Colorado,8,161,2,25.0,0.18382352941176472
694,2020-03-15,Colorado,8,136,2,33.0,0.3203883495145632
642,2020-03-14,Colorado,8,103,2,25.0,0.3205128205128205
591,2020-03-13,Colorado,8,78,2,29.0,0.5918367346938775
543,2020-03-12,Colorado,8,49,1,15.0,0.4411764705882353
497,2020-03-11,Colorado,8,34,0,17.0,1.0
457,2020-03-10,Colorado,8,17,0,5.0,0.41666666666666674
420,2020-03-09,Colorado,8,12,0,4.0,0.5
385,2020-03-08,Colorado,8,8,0,0.0,0.0
352,2020-03-07,Colorado,8,8,0,0.0,0.0
324,2020-03-06,Colorado,8,8,0,6.0,3.0
2726,2020-04-21,California,6,35844,1316,1982.0,0.05853168743724524
2670,2020-04-20,California,6,33862,1223,2318.0,0.0734846563530307
2614,2020-04-19,California,6,31544,1176,715.0,0.023192448668461596
2558,2020-04-18,California,6,30829,1146,1431.0,0.04867678073338322
2502,2020-04-17,California,6,29398,1050,1256.0,0.04463080093809957
2446,2020-04-16,California,6,28142,971,1035.0,0.03818201940458188
2390,2020-04-15,California,6,27107,885,1349.0,0.052372078577529235
2334,2020-04-14,California,6,25758,778,1424.0,0.058518944686446916
2278,2020-04-13,California,6,24334,725,1011.0,0.043347768297388845
2222,2020-04-12,California,6,23323,676,902.0,0.04023014138530834
2166,2020-04-11,California,6,22421,632,1055.0,0.0493775156791163
2110,2020-04-10,California,6,21366,594,1175.0,0.058194244960626085
2054,2020-04-09,California,6,20191,548,1148.0,0.060284619020112284
1998,2020-04-08,California,6,19043,506,1503.0,0.08568985176738875
1943,2020-04-07,California,6,17540,447,1256.0,0.07713092606239247
1888,2020-04-06,California,6,16284,386,1208.0,0.08012735473600419
1833,2020-04-05,California,6,15076,349,1280.0,0.09278051609162086
1778,2020-04-04,California,6,13796,323,1227.0,0.0976211313549209
1723,2020-04-03,California,6,12569,282,1379.0,0.12323503127792668
1668,2020-04-02,California,6,11190,247,1374.0,0.1399755501222495
1613,2020-04-01,California,6,9816,212,1234.0,0.14378932649732
1558,2020-03-31,California,6,8582,183,1161.0,0.15644791807034086
1503,2020-03-30,California,6,7421,146,1155.0,0.18432812001276733
1448,2020-03-29,California,6,6266,130,701.0,0.12596585804132965
1393,2020-03-28,California,6,5565,121,651.0,0.13247863247863245
1339,2020-03-27,California,6,4914,102,854.0,0.21034482758620698
1285,2020-03-26,California,6,4060,82,877.0,0.27552623311341495
1231,2020-03-25,California,6,3183,67,539.0,0.20385779122541603
1177,2020-03-24,California,6,2644,52,404.0,0.18035714285714288
1123,2020-03-23,California,6,2240,39,389.0,0.2101566720691519
1069,2020-03-22,California,6,1851,35,307.0,0.19883419689119175
1015,2020-03-21,California,6,1544,28,261.0,0.20342946219797353
961,2020-03-20,California,6,1283,24,216.0,0.20243673851921273
907,2020-03-19,California,6,1067,19,174.0,0.19484882418812988
853,2020-03-18,California,6,893,17,161.0,0.2199453551912569
799,2020-03-17,California,6,732,14,144.0,0.24489795918367352
746,2020-03-16,California,6,588,11,110.0,0.2301255230125523
693,2020-03-15,California,6,478,6,97.0,0.25459317585301844
641,2020-03-14,California,6,381,5,61.0,0.19062500000000004
590,2020-03-13,California,6,320,5,68.0,0.26984126984126977
542,2020-03-12,California,6,252,4,50.0,0.24752475247524752
496,2020-03-11,California,6,202,4,23.0,0.12849162011173187
456,2020-03-10,California,6,179,3,7.0,0.04069767441860472
419,2020-03-09,California,6,172,2,60.0,0.5357142857142858
384,2020-03-08,California,6,112,1,12.0,0.1200000000000001
351,2020-03-07,California,6,100,1,19.0,0.23456790123456783
323,2020-03-06,California,6,81,1,14.0,0.20895522388059695
302,2020-03-05,California,6,67,1,12.0,0.21818181818181825
285,2020-03-04,California,6,55,1,10.0,0.22222222222222232
269,2020-03-03,California,6,45,0,7.0,0.18421052631578938
254,2020-03-02,California,6,38,0,5.0,0.1515151515151516
241,2020-03-01,California,6,33,0,5.0,0.1785714285714286
231,2020-02-29,California,6,28,0,1.0,0.03703703703703698
221,2020-02-28,California,6,27,0,1.0,0.03846153846153855
212,2020-02-27,California,6,26,0,0.0,0.0
203,2020-02-26,California,6,26,0,15.0,1.3636363636363638
194,2020-02-25,California,6,11,0,0.0,0.0
186,2020-02-24,California,6,11,0,2.0,0.22222222222222232
178,2020-02-23,California,6,9,0,0.0,0.0
170,2020-02-22,California,6,9,0,0.0,0.0
162,2020-02-21,California,6,9,0,1.0,0.125
154,2020-02-20,California,6,8,0,1.0,0.1428571428571428
146,2020-02-19,California,6,7,0,0.0,0.0
138,2020-02-18,California,6,7,0,0.0,0.0
130,2020-02-17,California,6,7,0,0.0,0.0
123,2020-02-16,California,6,7,0,0.0,0.0
116,2020-02-15,California,6,7,0,0.0,0.0
109,2020-02-14,California,6,7,0,0.0,0.0
102,2020-02-13,California,6,7,0,0.0,0.0
95,2020-02-12,California,6,7,0,0.0,0.0
89,2020-02-11,California,6,7,0,0.0,0.0
83,2020-02-10,California,6,7,0,1.0,0.16666666666666674
77,2020-02-09,California,6,6,0,0.0,0.0
71,2020-02-08,California,6,6,0,0.0,0.0
65,2020-02-07,California,6,6,0,0.0,0.0
59,2020-02-06,California,6,6,0,0.0,0.0
53,2020-02-05,California,6,6,0,0.0,0.0
48,2020-02-04,California,6,6,0,0.0,0.0
